"","symbol","entrez","entrez_mouse","symbol_mouse"
"15130","IL27","246778","246779","Il27"
"15131","TMEM9","252839","66241","Tmem9"
"15132","NEIL2","252969","382913","Neil2"
"15133","STXBP4","252983","20913","Stxbp4"
"15134","FNDC5","252995","384061","Fndc5"
"15135","HEPACAM2","253012","101202","Hepacam2"
"15136","TECRL","253017","243078","Tecrl"
"15137","PRR14L","253143","215476","Prr14l"
"15138","EPHX4","253152","384214","Ephx4"
"15139","SERHL2","253190","68607","Serhl"
"15140","RICTOR","253260","78757","Rictor"
"15141","EIF4E1B","253314","218268","Eif4e1b"
"15142","IPMK","253430","69718","Ipmk"
"15143","ZBTB38","253461","245007","Zbtb38"
"15144","SLC25A30","253512","67554","Slc25a30"
"15145","LCLAT1","253558","225010","Lclat1"
"15146","CADM2","253559","239857","Cadm2"
"15147","GPATCH11","253635","53951","Gpatch11"
"15148","MMS22L","253714","212377","Mms22l"
"15149","EBF3","253738","13593","Ebf3"
"15150","WDR27","253769","71682","Wdr27"
"15151","CERS6","253782","241447","Cers6"
"15152","MSRB3","253827","320183","Msrb3"
"15153","ZDHHC20","253832","75965","Zdhhc20"
"15154","YTHDF3","253943","229096","Ythdf3"
"15155","RALGAPA1","253959","56784","Ralgapa1"
"15156","KCTD13","253980","233877","Kctd13"
"15157","ETFBKMT","254013","320204","Etfbkmt"
"15158","METAP1D","254042","66559","Metap1d"
"15159","UBN2","254048","320538","Ubn2"
"15160","LRRC43","254050","381741","Lrrc43"
"15161","BRWD3","254065","382236","Brwd3"
"15162","SNX32","254122","225861","Snx32"
"15163","FBXO33","254170","70611","Fbxo33"
"15164","TTLL10","254173","330010","Ttll10"
"15165","TSGA10IP","254187","78306","Tsga10ip"
"15166","RNF169","254225","108937","Rnf169"
"15167","CALHM5","254228","103511","Fam26e"
"15168","BPIFC","254240","270757","Bpifc"
"15169","LCORL","254251","209707","Lcorl"
"15170","CNIH2","254263","12794","Cnih2"
"15171","AKNAD1","254268","329738","Aknad1"
"15172","PHYHD1","254295","227696","Phyhd1"
"15173","ZDHHC24","254359","70605","Zdhhc24"
"15174","MCM9","254394","71567","Mcm9"
"15175","PROSER2","254427","227545","Proser2"
"15176","SLC41A1","254428","98396","Slc41a1"
"15177","C11orf86","254439","69861","2010003K11Rik"
"15178","MEIOB","254528","75178","Meiob"
"15179","LPCAT4","254531","99010","Lpcat4"
"15180","NUDT8","254552","66387","Nudt8"
"15181","LYG2","254773","332427","Lyg2"
"15182","C8orf46","254778","76982","3110035E14Rik"
"15183","OR6C74","254783","258772","Olfr821"
"15184","OR6C3","254786","258547","Olfr803"
"15185","NAALADL2","254827","635702","Naaladl2"
"15186","TMEM256","254863","69186","Tmem256"
"15187","OR2T6","254879","258387","Olfr720"
"15188","ZDHHC23","254887","332175","Zdhhc23"
"15189","KRTAP15-1","254950","26560","Krtap15"
"15190","MORN5","254956","75495","Morn5"
"15191","CALHM1","255022","546729","Calhm1"
"15192","MPV17L","255027","93734","Mpv17l"
"15193","TMEM86B","255043","68255","Tmem86b"
"15194","CFAP65","255101","241116","Cfap65"
"15195","TMCO4","255104","77056","Tmco4"
"15196","C4orf22","255119","75784","1700007G11Rik"
"15197","PLA2G4F","255189","271844","Pla2g4f"
"15198","TXNDC8","255220","67402","Txndc8"
"15199","MCOLN2","255231","68279","Mcoln2"
"15200","ANKK1","255239","244859","Ankk1"
"15201","LRRC57","255252","66606","Lrrc57"
"15202","MYADML2","255275","68515","Myadml2"
"15203","EPGN","255324","71920","Epgn"
"15204","TMEM211","255349","333048","Tmem211"
"15205","MBLAC1","255374","330216","Mblac1"
"15206","TCP11L2","255394","216198","Tcp11l2"
"15207","RASGEF1C","255426","74563","Rasgef1c"
"15208","RNF144B","255488","218215","Rnf144b"
"15209","ELMOD2","255520","244548","Elmod2"
"15210","HIST1H2BA","255626","319177","Hist1h2ba"
"15211","COL24A1","255631","71355","Col24a1"
"15212","OR52B2","255725","259063","Olfr691"
"15213","PCSK9","255738","100102","Pcsk9"
"15214","NPNT","255743","114249","Npnt"
"15215","TCTEX1D2","255758","66061","Tctex1d2"
"15216","PDZD9","255762","67983","Pdzd9"
"15217","INAFM1","255783","66300","Inafm1"
"15218","SMCO1","255798","69576","Smco1"
"15219","C19orf38","255809","382062","AB124611"
"15220","BCL6B","255877","12029","Bcl6b"
"15221","CNEP1R1","255919","382030","Cnep1r1"
"15222","SYT14","255928","329324","Syt14"
"15223","PAN3","255967","72587","Pan3"
"15224","ANKRD31","256006","625662","Ankrd31"
"15225","COL6A5","256076","665033","Col6a5"
"15226","SYCE2","256126","71846","Syce2"
"15227","TMEM196","256130","217951","Tmem196"
"15228","OR4C3","256144","57272","Olfr140"
"15229","HMCN2","256158","665700","Hmcn2"
"15230","NUDT14","256281","66174","Nudt14"
"15231","PTF1A","256297","19213","Ptf1a"
"15232","NATD1","256302","24083","Natd1"
"15233","CCDC110","256309","212392","Ccdc110"
"15234","LMNTD2","256329","72000","Lmntd2"
"15235","GK5","256356","235533","Gk5"
"15236","EML3","256364","225898","Eml3"
"15237","SCML4","256380","268297","Scml4"
"15238","SERPINA11","256394","380780","Serpina11"
"15239","ST6GALNAC3","256435","20447","St6galnac3"
"15240","MFSD8","256471","72175","Mfsd8"
"15241","TMEM151A","256472","381199","Tmem151a"
"15242","TCERG1L","256536","70571","Tcerg1l"
"15243","LYSMD2","256586","70082","Lysmd2"
"15244","BCLAF3","256643","382252","Bclaf3"
"15245","NUTM1","256646","213765","Nutm1"
"15246","MAMDC2","256691","71738","Mamdc2"
"15247","GLIPR1L1","256710","69286","Glipr1l1"
"15248","MAP7D2","256714","78283","Map7d2"
"15249","WDR72","256764","546144","Wdr72"
"15250","NPB","256933","208990","Npb"
"15251","KANK3","256949","80880","Kank3"
"15252","HEATR9","256957","629303","Heatr9"
"15253","SUN3","256979","194974","Sun3"
"15254","SERINC5","256987","218442","Serinc5"
"15255","FRMD3","257019","242506","Frmd3"
"15256","CATSPERE","257044","631584","Catspere1"
"15257","CATSPERD","257062","106757","Catsperd"
"15258","PLCXD2","257068","433022","Plcxd2"
"15259","ARHGAP30","257106","226652","Arhgap30"
"15260","GCSAM","257144","14525","Gcsam"
"15261","RNF214","257160","235315","Rnf214"
"15262","C9orf43","257169","214106","4933430I17Rik"
"15263","CFAP126","257177","75472","Cfap126"
"15264","NEGR1","257194","320840","Negr1"
"15265","GPX6","257202","75512","Gpx6"
"15266","SHPRH","257218","268281","Shprh"
"15267","CCDC96","257236","66717","Ccdc96"
"15268","KLHL34","257240","245683","Klhl34"
"15269","UTS2B","257313","224065","Uts2b"
"15270","SNX33","257364","235406","Snx33"
"15271","TAB3","257397","66724","Tab3"
"15272","C2orf72","257407","72792","2810459M11Rik"
"15273","FAM133B","257415","68152","Fam133b"
"15274","ANKS4B","257629","72074","Anks4b"
"15275","SVIP","258010","75744","Svip"
"15276","ALS2CL","259173","235633","Als2cl"
"15277","LY6G6F","259215","433099","Ly6g6f"
"15278","HSPA12A","259217","73442","Hspa12a"
"15279","SGMS1","259230","208449","Sgms1"
"15280","NALCN","259232","338370","Nalcn"
"15281","TMIE","259236","20776","Tmie"
"15282","WFDC9","259240","629754","Wfdc9"
"15283","MRGPRX1","259249","243979","Mrgprb2"
"15284","ASPM","259266","12316","Aspm"
"15285","BOD1L1","259282","665775","Bod1l"
"15286","TAS2R39","259285","353148","Tas2r139"
"15287","TAS2R40","259286","387515","Tas2r144"
"15288","TAS2R41","259287","387353","Tas2r126"
"15289","TAS2R31","259290","353165","Tas2r136"
"15290","TAS2R46","259292","387348","Tas2r120"
"15291","IL4I1","259307","14204","Il4i1"
"15292","FAM205A","259308","433698","Fam205a1"
"15293","CYP4X1","260293","81906","Cyp4x1"
"15294","MAGI3","260425","99470","Magi3"
"15295","PRSS33","260429","353130","Prss33"
"15296","TIPRL","261726","226591","Tiprl"
"15297","STEAP2","261729","74051","Steap2"
"15298","NPHP4","261734","260305","Nphp4"
"15299","OFCC1","266553","218165","Ofcc1"
"15300","SEC14L3","266629","380683","Sec14l3"
"15301","HS6ST3","266722","50787","Hs6st3"
"15302","MDGA1","266727","74762","Mdga1"
"15303","NPAS4","266743","225872","Npas4"
"15304","NAP1L5","266812","58243","Nap1l5"
"15305","ADGRF1","266977","77596","Adgrf1"
"15306","SELENOH","280636","72657","Selenoh"
"15307","IFNL3","282617","330496","Ifnl2"
"15308","AQP11","282679","66333","Aqp11"
"15309","OR10AG1","282770","258347","Olfr1123"
"15310","OR5J2","282775","259012","Olfr1052"
"15311","POC1B","282809","382406","Poc1b"
"15312","C10orf53","282966","67085","1700024G13Rik"
"15313","FUOM","282969","69064","Fuom"
"15314","JAKMIP3","282973","74004","Jakmip3"
"15315","STK32C","282974","57740","Stk32c"
"15316","BLOC1S2","282991","73689","Bloc1s2"
"15317","RBM20","282996","73713","Rbm20"
"15318","MKX","283078","210719","Mkx"
"15319","OR4C13","283092","258984","Olfr1257"
"15320","OR4C12","283093","258979","Olfr1255"
"15321","MAJIN","283129","622554","Majin"
"15322","SLC25A45","283130","107375","Slc25a45"
"15323","BCL9L","283149","80288","Bcl9l"
"15324","FOXR1","283150","382074","Foxr1"
"15325","CCDC153","283152","270150","Ccdc153"
"15326","OR8D1","283159","18324","Olfr26"
"15327","OR8D2","283160","258811","Olfr926"
"15328","OR8B4","283162","258794","Olfr878"
"15329","OR9G4","283189","258563","Olfr1006"
"15330","P4HA3","283208","320452","P4ha3"
"15331","PGM2L1","283209","70974","Pgm2l1"
"15332","KLHL35","283212","72184","Klhl35"
"15333","KCTD21","283219","622320","Kctd21"
"15334","CRACR2B","283229","213573","Cracr2b"
"15335","TMEM80","283232","71448","Tmem80"
"15336","CCDC88B","283234","78317","Ccdc88b"
"15337","TTC9C","283237","70387","Ttc9c"
"15338","SLC22A24","283238","207151","Slc22a19"
"15339","RCOR2","283248","104383","Rcor2"
"15340","HARBI1","283254","241547","Harbi1"
"15341","OR10A4","283297","18314","Olfr17"
"15342","OLFML1","283298","244198","Olfml1"
"15343","OTOGL","283310","628870","Otogl"
"15344","RASSF3","283349","192678","Rassf3"
"15345","B4GALNT3","283358","330406","B4galnt3"
"15346","OR6C6","283365","257985","Olfr782"
"15347","ANKRD52","283373","237615","Ankrd52"
"15348","SLC39A5","283375","72002","Slc39a5"
"15349","SPRYD4","283377","66701","Spryd4"
"15350","ADGRD1","283383","243277","Adgrd1"
"15351","MORN3","283385","74890","Morn3"
"15352","DPY19L2","283417","320752","Dpy19l2"
"15353","CLEC9A","283420","232414","Clec9a"
"15354","GAS2L3","283431","237436","Gas2l3"
"15355","MYO1H","283446","231646","Myo1h"
"15356","HECTD4","283450","269700","Hectd4"
"15357","KSR2","283455","333050","Ksr2"
"15358","GATC","283459","384281","Gatc"
"15359","GXYLT1","283464","223827","Gxylt1"
"15360","TMPRSS12","283471","75002","Tmprss12"
"15361","CHAMP1","283489","101994","Champ1"
"15362","SIAH3","283514","380918","Siah3"
"15363","KCNRG","283518","328424","Kcnrg"
"15364","SLC46A3","283537","71706","Slc46a3"
"15365","GPR137C","283554","70713","Gpr137c"
"15366","PROX2","283571","73422","Prox2"
"15367","ZDHHC22","283576","238331","Zdhhc22"
"15368","TMED8","283578","382620","Tmed8"
"15369","SLC25A47","283600","104910","Slc25a47"
"15370","TSSK4","283629","71099","Tssk4"
"15371","CEP170B","283638","217882","Cep170b"
"15372","TEDC1","283643","104732","Tedc1"
"15373","SLC24A5","283652","317750","Slc24a5"
"15374","PRTG","283659","235472","Prtg"
"15375","REC114","283677","73673","Rec114"
"15376","OR4N4","283694","258659","Olfr732"
"15377","SAXO2","283726","330577","Saxo2"
"15378","FAM98B","283742","68215","Fam98b"
"15379","PLA2G4D","283748","78390","Pla2g4d"
"15380","NOMO2","283820","211548","Nomo1"
"15381","TERB1","283847","320022","Terb1"
"15382","CES4A","283848","234677","Ces4a"
"15383","EXOC3L1","283849","277978","Exoc3l"
"15384","NPW","283869","381073","Npw"
"15385","BRICD5","283870","319259","Bricd5"
"15386","PGP","283871","67078","Pgp"
"15387","C16orf54","283897","101602","AI467606"
"15388","INO80E","283899","233875","Ino80e"
"15389","NUDT7","283927","67528","Nudt7"
"15390","NHLRC4","283948","621239","Nhlrc4"
"15391","C16orf91","283951","214489","BC003965"
"15392","TMEM114","283953","74720","Tmem114"
"15393","FADS6","283985","328035","Fads6"
"15394","HID1","283987","217310","Hid1"
"15395","TSEN54","283989","76265","Tsen54"
"15396","UBALD2","283991","319370","Ubald2"
"15397","TMEM235","283999","546519","Tmem235"
"15398","CCDC57","284001","71276","Ccdc57"
"15399","HEXDC","284004","238023","Hexdc"
"15400","VMO1","284013","327956","Vmo1"
"15401","C17orf58","284018","69066","1810010H24Rik"
"15402","CDRT4","284040","66338","Cdrt4"
"15403","KANSL1","284058","76719","Kansl1"
"15404","C17orf105","284067","75437","1700006E09Rik"
"15405","FAM171A2","284069","217219","Fam171a2"
"15406","MEIOC","284071","268491","Meioc"
"15407","TTLL6","284076","237930","Ttll6"
"15408","NEK8","284086","140859","Nek8"
"15409","PIGW","284098","70325","Pigw"
"15410","C17orf78","284099","628813","Gm11437"
"15411","CISD3","284106","217149","Cisd3"
"15412","GSDMA","284110","57911","Gsdma"
"15413","SLC13A5","284111","237831","Slc13a5"
"15414","TMEM102","284114","380705","Tmem102"
"15415","CAVIN1","284119","19285","Cavin1"
"15416","SLC26A11","284129","268512","Slc26a11"
"15417","ENDOV","284131","338371","Endov"
"15418","GDPD1","284161","66569","Gdpd1"
"15419","NDUFAF8","284184","208501","Ndufaf8"
"15420","LGALS9B","284194","16859","Lgals9"
"15421","METRNL","284207","210029","Metrnl"
"15422","LAMA1","284217","16772","Lama1"
"15423","KCTD1","284252","106931","Kctd1"
"15424","SIGLEC15","284266","620235","Siglec15"
"15425","ZADH2","284273","225791","Zadh2"
"15426","SSC5D","284297","269855","Ssc5d"
"15427","ZIK1","284307","22775","Zik1"
"15428","ZNF780A","284323","112415","Zfp607b"
"15429","C19orf54","284325","414069","BC024978"
"15430","PRR19","284338","623131","Prr19"
"15431","TMEM145","284339","330485","Tmem145"
"15432","CXCL17","284340","232983","Cxcl17"
"15433","ZNF575","284346","101544","Zfp575"
"15434","LYPD5","284348","76942","Lypd5"
"15435","PPP1R37","284352","232947","Ppp1r37"
"15436","NKPD1","284353","69547","Nkpd1"
"15437","MAMSTR","284358","74490","Mamstr"
"15438","IZUMO1","284359","73456","Izumo1"
"15439","EMC10","284361","69683","Emc10"
"15440","KLK9","284366","101533","Klk9"
"15441","SIGLECL1","284369","100039946","Gm2511"
"15442","ACTL9","284382","69481","Actl9"
"15443","OR2Z1","284383","258532","Olfr373"
"15444","WDR62","284403","233064","Wdr62"
"15445","ZFP82","284406","330502","Zfp82"
"15446","TMEM150B","284417","330460","Tmem150b"
"15447","FAM71E2","284418","243822","Fam71e2"
"15448","SMIM24","284422","72273","Smim24"
"15449","SLC25A41","284427","103775","Slc25a41"
"15450","MBD3L5","284428","234988","Mbd3l2"
"15451","OR10H5","284433","100043474","Olfr1564"
"15452","NWD1","284434","319555","Nwd1"
"15453","SLC25A42","284439","73095","Slc25a42"
"15454","ODF3L2","284451","382384","Odf3l2"
"15455","FAM19A3","284467","329731","Fam19a3"
"15456","RIIAD1","284485","66353","Riiad1"
"15457","THEM5","284486","66198","Them5"
"15458","OR2L13","284521","259071","Olfr166"
"15459","CYP4A22","284541","13118","Cyp4a12b"
"15460","C1orf185","284546","67646","4930522H14Rik"
"15461","FAM102B","284611","329739","Fam102b"
"15462","SYPL2","284612","17306","Sypl2"
"15463","CYB561D1","284613","72023","Cyb561d1"
"15464","ANKRD34A","284615","545554","Ankrd34a"
"15465","RSPO1","284654","192199","Rspo1"
"15466","EPHA10","284656","230735","Epha10"
"15467","SPATA46","284680","76925","Spata46"
"15468","ZNF326","284695","54367","Zfp326"
"15469","BTBD8","284697","100503185","Btbd8"
"15470","RIMKLA","284716","194237","Rimkla"
"15471","SLC25A34","284723","384071","Slc25a34"
"15472","SEC14L4","284904","103655","Sec14l4"
"15473","SH2D6","284948","71130","Sh2d6"
"15474","CCDC150","284992","78016","Ccdc150"
"15475","RNF149","284996","67702","Rnf149"
"15476","ALKAL2","285016","100294583","Alkal2"
"15477","CCDC141","285025","545428","Ccdc141"
"15478","STPG4","285051","75467","Stpg4"
"15479","DNAJC5G","285126","231098","Dnajc5g"
"15480","ERICH2","285141","66748","Erich2"
"15481","IAH1","285148","67732","Iah1"
"15482","FAM126B","285172","213056","Fam126b"
"15483","UNC80","285175","329178","Unc80"
"15484","RUFY4","285180","435626","Rufy4"
"15485","DUSP28","285193","67446","Dusp28"
"15486","SLC9A9","285195","331004","Slc9a9"
"15487","EOGT","285203","101351","Eogt"
"15488","EPHA6","285220","13840","Epha6"
"15489","C3orf38","285237","67609","4930453N24Rik"
"15490","RABL3","285282","67657","Rabl3"
"15491","IGSF10","285313","242050","Igsf10"
"15492","C3orf33","285315","329659","E130311K13Rik"
"15493","CCDC66","285331","320234","Ccdc66"
"15494","SLC9C1","285335","208169","Slc9c1"
"15495","TCAIM","285343","382117","Tcaim"
"15496","SUMF1","285362","58911","Sumf1"
"15497","RPUSD3","285367","101122","Rpusd3"
"15498","PRRT3","285368","210673","Prrt3"
"15499","DPH3","285381","105638","Dph3"
"15500","C3orf70","285382","72190","2510009E07Rik"
"15501","TPRG1","285386","71338","Tprg"
"15502","IQCM","285423","71831","Iqcm"
"15503","CYP4V2","285440","102294","Cyp4v3"
"15504","DOK7","285489","231134","Dok7"
"15505","RNF212","285498","671564","Rnf212"
"15506","GPRIN3","285513","243385","Gprin3"
"15507","COX18","285521","231430","Cox18"
"15508","YIPF7","285525","75581","Yipf7"
"15509","FRYL","285527","72313","Fryl"
"15510","STPG2","285555","381476","Stpg2"
"15511","LOC285556","285556","102634333","1110002E22Rik"
"15512","EFCAB9","285588","69306","Efcab9"
"15513","SH3PXD2B","285590","268396","Sh3pxd2b"
"15514","ARL10","285598","56795","Arl10"
"15515","KIAA0825","285600","72371","2210408I21Rik"
"15516","GPR150","285601","238725","Gpr150"
"15517","DTWD2","285605","68857","Dtwd2"
"15518","RELL2","285613","225392","Rell2"
"15519","C5orf51","285636","106064","AW549877"
"15520","SLC36A3","285641","215332","Slc36a3"
"15521","OR2V2","285659","258334","Olfr1396"
"15522","RNF180","285671","71816","Rnf180"
"15523","ZNF454","285676","237758","Zfp454"
"15524","RGMB","285704","68799","Rgmb"
"15525","CEP57L1","285753","103268","Cep57l1"
"15526","PPIL6","285755","73075","Ppil6"
"15527","DCBLD1","285761","66686","Dcbld1"
"15528","CAGE1","285782","71213","Cage1"
"15529","PRR18","285800","320111","Prr18"
"15530","PNPLA1","285848","433091","Pnpla1"
"15531","RPL7L1","285855","66229","Rpl7l1"
"15532","CNPY1","285888","269637","Cnpy1"
"15533","TCAF2","285966","232748","Tcaf2"
"15534","ZNF775","285971","243372","Zfp775"
"15535","ATG9B","285973","213948","Atg9b"
"15536","LSMEM1","286006","380755","Lsmem1"
"15537","XKR6","286046","219149","Xkr6"
"15538","NSMCE2","286053","68501","Nsmce2"
"15539","ZNF707","286075","69020","Zfp707"
"15540","FAM83H","286077","105732","Fam83h"
"15541","MICU3","286097","78506","Micu3"
"15542","ZFP41","286128","22701","Zfp41"
"15543","SCARA5","286133","71145","Scara5"
"15544","TRIQK","286144","208820","Triqk"
"15545","DPY19L4","286148","381510","Dpy19l4"
"15546","FBXO43","286151","78803","Fbxo43"
"15547","NKAIN3","286183","269513","Nkain3"
"15548","PPP1R42","286187","69312","Ppp1r42"
"15549","CRB2","286204","241324","Crb2"
"15550","SCAI","286205","320271","Scai"
"15551","CFAP157","286207","227736","Cfap157"
"15552","LCN12","286256","77701","Lcn12"
"15553","PAXX","286257","227622","Paxx"
"15554","TPRN","286262","97031","Tprn"
"15555","TUSC1","286319","69136","Tusc1"
"15556","FAM78A","286336","241303","Fam78a"
"15557","LURAP1L","286343","52829","Lurap1l"
"15558","OR13D1","286365","258600","Olfr270"
"15559","ATP11C","286410","320940","Atp11c"
"15560","H2BFM","286436","69389","H2bfm"
"15561","YIPF6","286451","77929","Yipf6"
"15562","MAGEB18","286514","215641","Mageb18"
"15563","ILDR1","286676","106347","Ildr1"
"15564","TUSC5","286753","237858","Tusc5"
"15565","LIN9","286826","72568","Lin9"
"15566","TRIM59","286827","66949","Trim59"
